,HomeCountry,PresentCountry,Age,Words,Filename,Date,Time,Sex,ID,duration
309,Grenada,Grenada,,We are what we repeatedly do. Excellence~ then~ is not an act~ but a habit.,14cb525107605c7F,26:04:2019,2:49,F,976141,0
310,Trinidad,Canada,36,It is the mark of an educated mind to be able to entertain a thought without accepting it.,0bcb2a531023577F,26:04:2019,20:09,F,407211,0
311,St. Lucia,St. Lucia,34,If I got 50 cents for every failed math exam~ I’d have $ 6.30 now.,350ac9316a6a126M,26:04:2019,20:58,M,441085,34.21866667
312,Trinidad,Trinidad,19,I recently decided to sell my vacuum cleaner as all it was doing was gathering dust.,b60276c2851409M,26:04:2019,23:43,M,453026,0
313,Trinidad,Trinidad,21,“To be wealthy and honored in an unjust society is a disgrace.” ,05375c8cb8c43a54F,27:04:2019,10:04,F,417937,30.89066667
314,Barbados,Barbados,26,Dreams are nothing without implementation.,82ab747786615aM,27:04:2019,12:00,M,287174,25.91346939
315,St. Lucia,St. Lucia,16,“The Man who says he can~ and the man who says he can not.. Are both correct”,95cc3b777881774F,27:04:2019,12:06,F,499200,30.83609977
316,St. Vincent and the Grenadines,St. Vincent and the Grenadines,16,What do you call a fake noodle? An impasta!,9aaa8cab9048029F,27:04:2019,13:21,F,948372,0
317,Trinidad,Tobago,21,“To be wronged is nothing~ unless you continue to remember it.” ,3606859201c9c15M,27:04:2019,13:42,M,434114,29.696
318,Tobago,Tobago,17,“The man who moves a mountain begins by carrying away small stones.” ,c10a1c33632583M,27:04:2019,14:13,M,921063,32
319,Trinidad,Trinidad,31,We all have 24 hours in the day~ let's not waste it,a408364067ab16M,27:04:2019,14:52,M,524743,0
320,Trinidad,Trinidad,20,Heard about the new restaurant called Karma? There's no menu: You get what you deserve.,41c43b4c2067acF,27:04:2019,15:03,F,211872,0
321,St. Lucia,St. Lucia,,A blind man walks into a bar. And a table. And a chair.,a25072455293454F,27:04:2019,15:23,F,428824,28.33066667
322,Trinidad,Trinidad,17,What did 0 say to 8? Nice belt!,87604028a219bb7M,27:04:2019,15:42,M,851818,0
323,Trinidad,Trinidad,,So what if I don’t know what “Armageddon” means? It’s not the end of the world.,c22969456339725F,27:04:2019,16:09,F,446525,33.36533333
324,Trinidad,Trinidad,19,My boss told me to have a good day.. so I went home.,692a32177276315M,27:04:2019,16:31,M,666017,0
325,Trinidad,Trinidad,,I’ve just written a song about tortillas; actually~ it’s more of a rap.,714a501475ab944F,27:04:2019,16:55,F,175918,29.952
326,Trinidad,Trinidad,20,“Respect yourself and others will respect you.”,60c014009a274b4F,27:04:2019,19:46,F,459183,0
327,Trinidad,Trinidad,,What kind of tea is hard to swallow? Reality.,b0c8c70b2012866M,27:04:2019,20:56,M,678659,0
328,Trinidad,Trinidad,25,Heard about the new restaurant called Karma? There's no menu: You get what you deserve.,3c811cb58160c79M,27:04:2019,21:56,M,525287,36.43733333
329,Tobago,Tobago,,I just wrote a book on reverse psychology. Do *not* read it!,39a609384a08b13M,27:04:2019,22:18,M,153477,0
330,Trinidad,Trinidad,32,“To be wealthy and honored in an unjust society is a disgrace.” ,b81b9b0bab66b66F,27:04:2019,22:22,F,433997,33.70666667
331,Jamaica,Grenada,23,We all have 24 hours in the day~ let's not waste it,4b4358aa5c4648bM,27:04:2019,22:23,M,945987,0
332,Trinidad,Trinidad,,Don’t you hate it when someone answers their own questions? I do.,a3c6650aca13c87M,27:04:2019,23:01,M,506462,31.91466667
333,Trinidad,Trinidad,39,Did you hear about the semi-colon that broke the law? He was given two consecutive sentences.,204949261585c48F,27:04:2019,23:30,F,831421,0
334,Trinidad,Trinidad,24,If I got 50 cents for every failed math exam~ I’d have $ 6.30 now.,584c2a9641c0938F,28:04:2019,1:24,F,415544,0
335,Antigua & Barbuda,St. Lucia,,“Real knowledge is to know the extent of one's ignorance.”,6c2c31a9351b8aF,28:04:2019,1:26,F,717904,0
336,Trinidad,Trinidad,,Did you hear about the guy who invented the knock knock joke? He won the “no-bell” prize.,5ab8029c03799aF,28:04:2019,1:50,F,45901,0
337,Trinidad,Trinidad,16,Dreams are nothing without implementation.,0a4396a39c9226b7F,28:04:2019,2:16,F,805263,0
338,Trinidad,Trinidad,18,“The Man who says he can~ and the man who says he can not.. Are both correct”,46341b41ab390a7F,28:04:2019,4:23,F,598023,0
339,Barbados,Barbados,17,Today is a lovely day.,677a4965151bM,28:04:2019,4:40,M,796206,37.33768707
340,Trinidad,Trinidad,,I’ve just written a song about tortillas; actually~ it’s more of a rap.,a254cb8c960ac1F,28:04:2019,5:32,F,498475,0
341,Trinidad,Trinidad,31,My boss told me to have a good day.. so I went home.,399927c27612646F,28:04:2019,5:51,F,162697,0
342,Trinidad,Trinidad,28,Dreams are nothing without implementation.,19637408299633bF,28:04:2019,6:30,F,6144,0
343,St. Vincent and the Grenadines,St. Vincent and the Grenadines,,If we shouldn’t eat at night~ why do they put a light in the fridge?,4978730170b58a6F,28:04:2019,11:31,F,708605,0
344,Barbados,Barbados,,What kind of tea is hard to swallow? Reality.,0757929a81b13aa6M,28:04:2019,11:40,M,612001,27.73333333
345,Trinidad,Trinidad,16,You are beautiful~ no matter what they say.,215667458739a38F,28:04:2019,11:42,F,820138,33.536
346,Grenada,Grenada,20,“Never give a sword to a man who can't dance.” ,99742610b7813b8F,28:04:2019,12:25,F,878282,0
347,Trinidad,Trinidad,24,If we shouldn’t eat at night~ why do they put a light in the fridge?,549a991152a2616F,28:04:2019,12:35,F,386092,0
348,Trinidad,Trinidad,27,The numbers 19 and 20 got into a fight. 21,417a3b64328b4c5F,28:04:2019,13:21,F,18143,30.63466667
349,St. Lucia,Trinidad,,“Everything has beauty~ but not everyone sees it.” ,53ba874105c9aa7M,28:04:2019,13:40,M,704088,35.072
350,St. Vincent and the Grenadines,St. Vincent and the Grenadines,,You may say I'm a dreamer. But I'm not the only one.,80aaca96186b837M,28:04:2019,14:38,M,805947,0
351,Guyana,Tobago,15,“He who knows all the answers has not been asked all the questions.”,a6b444323b3086F,28:04:2019,15:08,F,778637,0
352,Trinidad,Tobago,,“To be wealthy and honored in an unjust society is a disgrace.” ,0758107bc2560a37F,28:04:2019,15:23,F,383822,0
353,Trinidad,Trinidad,18,You are beautiful~ no matter what they say.,46494816a5665b4M,28:04:2019,15:52,M,416720,0
354,Tobago,Tobago,,Today I will do my best~ said Tomorrow.,2105372ab909a4aF,28:04:2019,17:18,F,402724,0
355,St. Lucia,Trinidad,19,You are beautiful~ no matter what they say.,b0ab3b29a3066bF,28:04:2019,17:58,F,106367,28.24533333
356,St. Lucia,St. Lucia,,We are what we repeatedly do. Excellence~ then~ is not an act~ but a habit.,3059471043c5aaF,28:04:2019,18:00,F,968233,36.096
357,Trinidad,Trinidad,17,I’ve just written a song about tortillas; actually~ it’s more of a rap.,014b597c994cb7b3M,28:04:2019,18:06,M,81310,44.20266667
358,Barbados,Barbados,25,My boss told me to have a good day.. so I went home.,5667b621ac3299aF,28:04:2019,21:37,F,740049,24.49066667
359,Grenada,Grenada,17,What did 0 say to 8? Nice belt!,0b64273178410ab8F,28:04:2019,22:35,F,394360,0
360,Barbados,Barbados,18,“Respect yourself and others will respect you.”,5b6a32b3ca57664M,28:04:2019,22:36,M,438392,0
361,Jamaica,Jamaica,17,If I got 50 cents for every failed math exam~ I’d have $ 6.30 now.,2b660273334b069F,28:04:2019,22:48,F,613122,0
362,St. Lucia,St. Lucia,17,“The man who moves a mountain begins by carrying away small stones.” ,a44b828753063c4F,28:04:2019,23:23,F,453371,0
363,Trinidad,Trinidad,15,Don’t you hate it when someone answers their own questions? I do.,c926002768b983F,28:04:2019,23:27,F,219519,0
364,Trinidad,Trinidad,24,Dreams are nothing without implementation.,5b556c83900bc85M,29:04:2019,0:53,M,697551,0
365,Grenada,Grenada,,If we shouldn’t eat at night~ why do they put a light in the fridge?,96bc90a3a740214F,29:04:2019,1:59,F,60936,0
366,Barbados,Barbados,,“Everything has beauty~ but not everyone sees it.” ,875385450b72a7M,29:04:2019,2:11,M,790467,0
367,Trinidad,Trinidad,21,I just wrote a book on reverse psychology. Do *not* read it!,5cc5822796cc3bF,29:04:2019,22:55,F,154430,0
368,St. Vincent and the Grenadines,St. Vincent and the Grenadines,,A blind man walks into a bar. And a table. And a chair.,95372a9446a31aF,0.068506944,19:38,F,302101,0
369,Jamaica,Jamaica,,If we shouldn’t eat at night~ why do they put a light in the fridge?,755a1830701ac5F,0.151840278,13:22,F,608809,0
370,Jamaica,Jamaica,,A blind man walks into a bar. And a table. And a chair.,304cabab32cb716M,0.735173611,14:09,M,882092,0
371,Jamaica,Jamaica,,“Everything has beauty~ but not everyone sees it.” ,734b2b5a9c88645M,0.735173611,14:48,M,75641,0
372,Dominica,Dominica,28,“What the superior man seeks is in himself; what the small man seeks is in others.” ,0bb870a44c621817F,27:05:2019,1:54,F,155557,0
373,Dominica,Dominica,,“The man who moves a mountain begins by carrying away small stones.” ,26c8b08612b8068F,27:05:2019,2:31,F,290951,0
374,Cuba,Cuba,32,Dreams are nothing without implementation.,c754491bac894a8F,27:05:2019,21:30,F,451930,0
375,Cuba,Canada,,“Real knowledge is to know the extent of one's ignorance.”,1c67756aca64143M,28:05:2019,17:55,M,585972,0
376,Cuba,Canada,,Did you hear about the semi-colon that broke the law? He was given two consecutive sentences.,07008302c400a1aM,30:05:2019,0:01,M,12762,0
377,Cuba,Cuba,37,Did you hear about the semi-colon that broke the law? He was given two consecutive sentences.,42c34486898c34M,0.319201389,14:36,M,987779,0
378,St. Martin,United States Virgin Islands,17,Did you hear about the semi-colon that broke the law? He was given two consecutive sentences.,6649612858b1492F,0.694201389,3:11,F,647446,0
